text,sentiment,model,topic,cleaned
Sinovac booster shows 98% protection against death/severe COVID in people over 60 in study https://t.co/WdVFIQyo0p https://t.co/kgw9UnIwbF,,cnn-lstm,sinovac,sinovac booster show protection deathsevere covid people study
"President Trump thinks your portfolio is sad! Improve it and bet the farm on Sinovac Biotech, Ltd. $SVA #stocktalk",,cnn-lstm,sinovac,president trump think portfolio sad improve bet farm sinovac biotech ltd sva
$SVA $PFE $BNTX - Sinovac booster shows 98% protection against death/severe COVID in people over 60 in study https://t.co/Ih4GXpfCHx,,cnn-lstm,sinovac,sva pfe bntx sinovac booster show protection deathsevere covid people study
"@staronline what is the difference? non vax also free to roam around @Khairykj ? and too bad this gov even appointed pharmaniaga to do sinovac business..at the end it is nothing, waste waste ..bad decision",,cnn-lstm,sinovac,difference non vax also free roam around bad gov even appoint pharmaniaga sinovac business end nothing waste waste bad decision
"@staronline @DGHisham @Khairykj if i only knew.... m so pissed now!! 
List of Countries That Do Not Accept Sinovac
https://t.co/lYd6O2AQcU",,cnn-lstm,sinovac,knew piss list country refuse sinovac
@Stalin_Bussy @ofnaitdan @chenweihua Sinovac is only 35% efficient against Omicron. Everything is because of hamsters and the west then,,cnn-lstm,sinovac,sinovac efficient omicron everything hamster west
"The number came from an analysis of data from Hong Kong's Hospital Authority that involved 5,167 of the city's COVID-19 fatalities. https://t.co/cnGaaWtdNn",,cnn-lstm,sinovac,number come analysis data hong kong hospital authority involve city covid fatality
"Malaysia and Sinovac…

10 million people took the Sinovac primary vaccination. 10 MILLION. 

Jan 14 2022: 4.8 million didn’t get their booster https://t.co/rAB4UZptvC

Mar 24 2022: 2 million still didn’t budge https://t.co/xE96aMTEZ3

Malaysia adult pop: ~22mil",,cnn-lstm,sinovac,malaysia sinovac people take sinovac primary vaccination million jan leave booster mar still budge malaysia adult pop mil
"@JakubHenricus @LAZAR1NE @CarlZha ""A Sinovac booster shot helped considerably, proving to be 98 per cent effective against severe or fatal Covid among people at least 60 years old, the study found.""

https://t.co/Rzps6HxNCf",,cnn-lstm,sinovac,sinovac booster shot help considerably prove per cent effective severe fatal covid among people least year old study found
@Stalin_Bussy @ofnaitdan @chenweihua Try to lockdown HK to see if it’s feasible. Weirdly CCP central government is not helping HK. Maybe also look to vaccine inefficiency too (Sinovac).,,cnn-lstm,sinovac,try lockdown see feasible weirdly ccp central government help maybe also look vaccine inefficiency sinovac
RT @NST_Online: #NSTnation Some two million people who received the #Covid19 #Sinovac #vaccine for their primary #vaccination are expected…,,cnn-lstm,sinovac,people receive primary expect
"#NSTnation Some two million people who received the #Covid19 #Sinovac #vaccine for their primary #vaccination are expected to lose their #fullyvaccinated status if they do not get their #boostershot by March 31.

https://t.co/cRFq8tZ5dm

#coronavirus  #vaccination",,cnn-lstm,sinovac,people receive primary expect lose status leave march
"PSA

Starting April 1, Sinovac recipients who have yet to receive booster shots will lose their fully-vaccinated status.

Currently, there are some 2 mil unboosted Sinovac recipients.

https://t.co/UiJgyVXOrx",,cnn-lstm,sinovac,psa start april sinovac recipient yet receive booster shot lose fullyvaccinated status currently mil unboosted sinovac recipient
"#NSTnation While #MySejahtera will soon be among the apps to be accepted by the #EuropeanUnion as proof of #vaccination, further clarification will be sought pertaining to #Sinovac #vaccine not being recognised by some members.

https://t.co/gpDrmwLofJ

#coronavirus #covid19 #EU",,cnn-lstm,sinovac,soon among apps accepted proof clarification sought pertain nonbeing recognise member
"@KKMPutrajaya So for sinovac they got 4 shot, correct me if I was wrong. 3 shot for vaccine dose, 1 shot for booster.. Am I right?",,cnn-lstm,sinovac,sinovac get shot correct wrong shot vaccine dose shot booster right
"@JakubHenricus @CarlZha ""Chinese vaccines struggle"" and ""Chinese don't have natural immunity"" is propaganda nonsense. Unvaxxed and never had COVID before so I don't have natural immunity, Omicron was fine for me. On the other hand, my mom with Western vaxx almost died, gf with Sinovac was totally fine.",,cnn-lstm,sinovac,chinese vaccine struggle chinese refuse natural immunity propaganda nonsense unvaxxed never covid refuse natural immunity omicron fine hand mom western vaxx almost die sinovac totally fine
"RT @bytebot: For over a year, we did say Sinovac would be an issue.

It would have helped if Malaysia joined the EU Digital COVID Certifica…",,cnn-lstm,sinovac,year say sinovac would issue would help malaysia join digital covid certifica
Sinovac boosters push protection to over 90% for those over 60 years  https://t.co/TreepI5GtF,,cnn-lstm,sinovac,sinovac booster push protection year
"Sinovac Booster Gives Elderly Stronger Protection Against Omicron, Study Finds - read the full article here - https://t.co/d9RfJbGkWc https://t.co/08Hju374Ci",,cnn-lstm,sinovac,sinovac booster give elderly strong protection omicron study find read full article
"@LandNoli 1. China is actively commiting genocide

2. China arrested journalists over the virus, arrests people for not doing covid tests, and has people starving in quarantine that happen with no warning. Plus you can only get Sinovac in China which is less effective against Omicron",,cnn-lstm,sinovac,china actively commit genocide china arrest journalist virus arrest people unmake covid test people starve quarantine happen warn plus get sinovac china less effective omicron
"@KKMPutrajaya @Khairykj I have a question. If a traveller got 2 Sinovac shots without booster, are they still considered fully vaccinated and will be able to enjoy quarantine free travel to Malaysia starting 1st of April? Or does this policy applies to Malaysian only?",,cnn-lstm,sinovac,question traveller get sinovac shot without booster still consider fully vaccinate able enjoy quarantine free travel malaysia start april policy applies malaysian
"Health Minister Khairy Jamaluddin says some 2.09 million have yet to receive a booster shot ahead of the March 31 deadline.

#MalaysiaNow #MNow #MNowNews #Malaysia #covid #sinovac #Omicron 

https://t.co/Ncqn5PvYY8",,cnn-lstm,sinovac,health minister khairy jamaluddin say yet receive booster shot ahead march deadline
"https://t.co/6BHOczJN1h Booster Gives Elderly Stronger Protection Against Omicron, Study Finds 
#trending #headlines #breaking https://t.co/dCKk4vA9w2",,cnn-lstm,sinovac,booster give elderly strong protection omicron study find
"China’s Sinovac Covid-19 vaccine is safe and effective for children six to 17-years-old, health experts said on Thursday, March 24.

READ: https://t.co/JJth2DJPZV https://t.co/vguHUYtJ6k",,cnn-lstm,sinovac,china sinovac covid vaccine safe effective child yearsold health expert say thursday march read
"@IsmailSabri60 PM, why force Sinovac healthy young recipients to take booster? Does that mean Sinovac which was encouraged by KJ himself is not effective? Do not change the status from fully vaccinated to partial just because of this! That’s frustrating and wrong. @Khairykj @IsmailSabri60",,cnn-lstm,sinovac,force sinovac healthy young recipient take booster mean sinovac encourage ineffective stay status fully vaccinate partial frustrate wrong
"RT @MGILIJACCC: @Kgauza_SM #WhereIsSinovac? China has vaccinated over a billion people with #Sinovac, but here @SAHPRA1 doesn't approve it,…",,cnn-lstm,sinovac,china vaccinate people disapprove
List of Countries That Do Not Accept Sinovac https://t.co/w1vo5wPgtj bye bye,,cnn-lstm,sinovac,list country refuse sinovac bye bye
"Sinovac (18 years old and above)
All vaccine types (60 years old and above)

Don't forget to take your booster shot as soon as possible as you will lose your Fully Vaccinated status by 1/4 if you're not boosted ! https://t.co/tNVskV1zsr",,cnn-lstm,sinovac,sinovac year old vaccine type year old mind take booster shot soon possible lose fully vaccinate status boost
"Attention all Sinovac recipients! These are some of the countries that do not accept that particular vaccine. 

Check out the full story: 
https://t.co/3eY2yaO5lt - WORLD OF BUZZ

#sinovac #vaccine #covid19",,cnn-lstm,sinovac,attention sinovac recipient country refuse particular vaccine check full story world buzz
"Chinese vaccines make up 60% of all doses administered on the age group 60+ in Hong Kong. Still, 87% of those who received at least one dose and died from the virus, had chosen Sinovac over foreign mRNA vaccines. https://t.co/OsZGl9VM6d",,cnn-lstm,sinovac,chinese vaccine make dos administer age group hong kong still receive least dose die virus chosen sinovac foreign mrna vaccine
"RT @JShijiu: So in the end HKU findings indicate very respectable protection against severe cases and deaths with 2/3 doses of Sinovac.

Bu…",,cnn-lstm,sinovac,end hku finding indicate respectable protection severe case death dos sinovac
"For over a year, we did say Sinovac would be an issue.

It would have helped if Malaysia joined the EU Digital COVID Certificate System like Thailand and Singapore did.

Then this travel would have been happier @Khairykj @MichalisRokasEU /cc: @boosulyn 

https://t.co/U5sidmTd0X https://t.co/QGUT9H8COk",,cnn-lstm,sinovac,year say sinovac would issue would help malaysia join digital covid certificate system like thailand singapore travel would happier
RT @saysdotcom: One of the brothers hoped that the story of their bitter experience of allegedly being treated like criminals by the German…,,cnn-lstm,sinovac,brother hop story bitter experience allegedly treat like criminal german
One of the brothers hoped that the story of their bitter experience of allegedly being treated like criminals by the German Immigration authorities will be a cautionary tale for Sinovac recipients. https://t.co/QVCCj8i0k6,,cnn-lstm,sinovac,brother hop story bitter experience allegedly treat like criminal german immigration authority cautionary tale sinovac recipient
"@JustinOngTODAY @TODAYonline just let the unvax / expired no boost dine-in, work in office and mall access la. There are definitely ancetodtes of vax (mrna) family member catch covid outside, spread to vax (Sinovac) family member but never to the unvax. I am one such case.",,cnn-lstm,sinovac,let unvax expire boost dinein work office mall access definitely ancetodtes vax mrna family member catch covid outside spread vax sinovac family member never unvax case
